track,sample,hours,lat,lon,pressure
EP112025,23.0,36,16.62,-143.11,960.1
EP112025,23.0,42,17.07,-144.37,965.0
EP112025,23.0,48,17.46,-145.29,974.3
EP112025,23.0,54,17.96,-146.1,980.5
EP112025,23.0,60,18.76,-147.14,975.6
EP112025,23.0,66,18.6,-147.95,995.9
EP112025,23.0,72,18.97,-149.61,1001.0
EP112025,23.0,78,19.53,-151.0,1003.2
EP112025,23.0,84,19.95,-152.34,1004.1
EP112025,23.0,90,20.25,-153.75,1007.8
EP112025,23.0,96,20.66,-155.14,1009.0
EP112025,23.0,102,20.45,-156.46,1012.3
0,24.0,6,17.49,116.54,1003.9
0,24.0,12,17.89,116.14,1003.6
0,24.0,18,18.3,115.43,1003.0
0,24.0,24,18.28,114.21,1001.4
0,24.0,30,18.49,113.39,1000.3
0,24.0,36,19.07,112.56,998.0
0,24.0,42,19.59,112.18,991.3
0,24.0,48,20.21,111.77,998.1
0,24.0,54,21.21,111.28,995.1
0,24.0,60,21.93,110.81,994.5
0,24.0,66,22.41,110.34,997.5
0,24.0,72,22.74,109.84,999.8
0,24.0,78,22.99,109.11,1000.6
0,24.0,84,23.01,109.0,1002.1
0,24.0,90,22.72,108.34,1001.0
0,24.0,96,22.99,107.67,1001.5
0,24.0,102,23.15,107.41,1002.7
0,24.0,108,23.57,106.22,1002.8
0,24.0,114,23.31,106.04,1004.7
0,24.0,120,23.49,105.36,1001.6
15,24.0,132,23.94,-61.69,1011.2
15,24.0,138,23.37,-62.36,1012.1
15,24.0,144,25.23,-62.05,1011.6
15,24.0,150,24.88,-61.63,1011.7
15,24.0,156,26.82,-62.78,1010.2
15,24.0,162,27.98,-63.09,1008.8
15,24.0,168,29.37,-63.48,1005.1
15,24.0,174,30.82,-63.84,1007.2
15,24.0,180,31.62,-64.06,1004.5
15,24.0,186,32.77,-64.36,1004.0
15,24.0,192,34.16,-63.75,1002.8
15,24.0,198,35.63,-62.91,1003.2
15,24.0,204,37.51,-62.67,1000.1
15,24.0,210,39.27,-60.69,997.0
15,24.0,216,41.47,-59.22,996.4
15,24.0,222,43.51,-56.57,996.2
15,24.0,228,45.09,-53.56,995.5
15,24.0,234,46.71,-49.95,1001.9
20,24.0,192,17.4,-106.43,1003.9
20,24.0,198,17.58,-108.08,1007.5
20,24.0,204,17.74,-109.09,1003.9
20,24.0,210,17.77,-109.74,1003.1
20,24.0,216,18.12,-110.33,1002.8
20,24.0,222,18.31,-111.03,1003.7
20,24.0,228,18.08,-111.52,1002.7
20,24.0,234,18.67,-111.88,1002.1
20,24.0,240,19.41,-112.52,1001.7
20,24.0,246,19.62,-112.5,999.7
20,24.0,252,20.2,-112.72,998.1
20,24.0,258,20.78,-112.41,997.0
20,24.0,264,21.87,-111.86,998.8
20,24.0,270,22.76,-111.8,995.8
20,24.0,276,24.17,-111.87,996.4
20,24.0,282,25.73,-111.95,991.2
20,24.0,288,27.6,-112.03,991.1
20,24.0,294,29.35,-111.49,994.3
20,24.0,300,30.67,-111.01,1000.6
20,24.0,306,32.54,-109.04,1005.0
27,24.0,234,24.16,149.64,1007.9
27,24.0,240,24.96,149.16,1006.3
27,24.0,246,24.97,147.83,1002.2
27,24.0,252,26.33,148.84,1004.7
27,24.0,258,26.87,148.93,1000.4
27,24.0,264,27.47,148.66,1000.6
27,24.0,270,28.1,147.97,1001.0
27,24.0,276,28.59,147.88,998.5
27,24.0,282,29.01,147.93,995.1
27,24.0,288,29.52,147.62,989.8
27,24.0,294,30.67,147.66,985.6
27,24.0,300,31.66,147.65,990.4
27,24.0,306,33.25,147.83,980.9
27,24.0,312,35.08,148.66,980.1
30,24.0,264,12.72,-45.72,1005.2
30,24.0,270,13.65,-46.89,1004.8
30,24.0,276,13.93,-47.27,1009.1
30,24.0,282,14.11,-48.05,1006.2
30,24.0,288,14.43,-48.58,1004.8
30,24.0,294,14.97,-49.2,1002.2
30,24.0,300,15.68,-50.19,1000.5
30,24.0,306,16.11,-50.83,1000.1
30,24.0,312,17.16,-51.56,994.7
AL912025,24.0,0,11.7,-36.0,1011.0
EP112025,24.0,0,14.3,-137.3,958.0
EP112025,24.0,6,14.5,-138.48,967.6
EP112025,24.0,12,14.9,-139.35,965.6
EP112025,24.0,18,15.25,-140.25,969.6
EP112025,24.0,24,15.59,-141.35,969.6
EP112025,24.0,30,16.0,-142.28,963.2
EP112025,24.0,36,16.24,-143.05,966.2
EP112025,24.0,42,16.63,-143.81,985.1
EP112025,24.0,48,17.14,-144.95,989.0
EP112025,24.0,54,17.79,-146.36,991.3
EP112025,24.0,60,18.04,-147.54,1000.1
EP112025,24.0,66,18.21,-148.91,1002.5
EP112025,24.0,72,18.48,-150.25,1004.0
EP112025,24.0,78,19.0,-151.9,1006.1
EP112025,24.0,84,19.29,-154.26,1004.2
EP112025,24.0,90,19.58,-155.28,1003.3
EP112025,24.0,96,20.34,-156.73,1008.1
EP112025,24.0,102,20.2,-158.01,1009.3
EP112025,24.0,108,21.04,-159.85,1010.0
EP112025,24.0,114,22.0,-160.15,1010.8
0,25.0,6,35.32,150.22,986.5
0,25.0,12,35.29,152.75,985.8
0,25.0,18,35.45,155.88,984.0
0,25.0,24,35.56,158.41,985.9
0,25.0,30,35.54,160.56,992.3
0,25.0,36,35.01,161.4,994.1
0,25.0,42,34.8,163.09,994.1
0,25.0,48,35.38,165.17,998.0
0,25.0,54,36.16,167.57,1001.3
0,25.0,60,37.22,169.14,1004.5
0,25.0,66,37.87,171.3,1007.0
0,25.0,72,38.31,172.13,1007.2
0,25.0,78,38.2,173.03,1010.9
0,25.0,84,39.19,174.82,1009.2
0,25.0,90,39.68,176.43,1009.5
0,25.0,96,40.82,179.02,1011.5
2,25.0,6,17.71,117.04,1002.6
2,25.0,12,18.26,116.9,1001.3
2,25.0,18,18.55,115.93,1002.5
2,25.0,24,18.62,115.15,998.9
2,25.0,30,18.89,114.24,995.3
2,25.0,36,18.65,113.6,994.8
2,25.0,42,19.99,113.11,990.7
2,25.0,48,21.48,111.89,986.8
2,25.0,54,21.43,111.25,984.4
2,25.0,60,22.86,110.31,991.4
2,25.0,66,23.08,108.99,996.9
2,25.0,72,23.32,107.86,998.8
2,25.0,78,23.57,106.31,1000.7
2,25.0,84,23.72,105.8,1001.5
2,25.0,90,23.96,104.94,1005.7
2,25.0,96,23.88,103.73,1002.3
27,25.0,174,17.37,-107.87,1005.9
27,25.0,180,18.09,-108.11,1005.8
27,25.0,186,18.19,-108.85,1002.1
27,25.0,192,17.89,-109.81,1003.4
27,25.0,198,18.52,-110.45,1003.0
27,25.0,204,18.71,-111.75,999.6
27,25.0,210,19.08,-112.5,997.7
27,25.0,216,18.81,-113.77,993.7
27,25.0,222,18.84,-114.85,979.5
27,25.0,228,18.38,-115.62,991.8
27,25.0,234,18.17,-115.93,989.4
27,25.0,240,18.08,-116.44,992.2
27,25.0,246,18.31,-117.06,992.4
27,25.0,252,18.48,-117.31,992.7
27,25.0,258,18.63,-117.91,995.9
27,25.0,264,18.73,-118.26,992.0
27,25.0,270,18.84,-118.88,991.1
27,25.0,276,18.89,-119.56,991.1
27,25.0,282,18.69,-119.91,990.3
27,25.0,288,18.59,-120.48,991.8
27,25.0,294,18.43,-120.89,998.4
27,25.0,300,18.52,-121.19,995.2
27,25.0,306,17.97,-121.71,999.2
27,25.0,312,17.72,-121.84,1000.4
32,25.0,216,12.73,-24.15,1005.8
32,25.0,222,12.87,-26.22,1004.1
32,25.0,228,13.5,-27.61,1000.8
32,25.0,234,13.74,-29.64,1001.8
32,25.0,240,14.35,-30.91,1001.9
32,25.0,246,15.26,-32.39,998.1
32,25.0,252,16.34,-33.94,999.3
32,25.0,258,16.37,-35.74,994.1
32,25.0,264,16.91,-37.56,994.4
32,25.0,270,17.21,-38.25,997.7
32,25.0,276,17.68,-39.26,997.6
32,25.0,282,18.17,-39.8,994.7
32,25.0,288,18.53,-40.7,993.6
32,25.0,294,18.58,-41.21,996.3
32,25.0,300,19.33,-41.42,998.1
32,25.0,306,19.59,-41.94,997.0
32,25.0,312,20.22,-42.66,996.3
37,25.0,276,14.75,-104.47,1005.8
37,25.0,282,15.4,-105.38,1003.2
37,25.0,288,15.91,-105.87,1003.1
37,25.0,294,16.08,-107.41,999.9
37,25.0,300,16.51,-107.57,999.1
37,25.0,306,17.18,-108.19,1000.1
37,25.0,312,18.27,-108.67,998.7
38,25.0,288,13.97,118.12,1005.9
38,25.0,294,15.0,116.66,1005.9
38,25.0,300,16.03,116.42,1005.1
38,25.0,306,15.1,115.17,1005.6
38,25.0,312,15.85,113.08,1005.8
39,25.0,294,21.63,-96.56,1005.8
39,25.0,300,22.17,-96.74,1006.1
39,25.0,306,22.52,-97.7,1004.9
39,25.0,312,22.31,-97.51,1000.1
AL912025,25.0,0,11.7,-36.0,1011.0
EP112025,25.0,0,14.3,-137.3,958.0
EP112025,25.0,6,14.7,-138.48,977.8
EP112025,25.0,12,14.9,-139.5,973.0
EP112025,25.0,18,15.3,-140.46,958.7
EP112025,25.0,24,15.74,-141.47,960.3
EP112025,25.0,30,16.08,-142.24,967.5
EP112025,25.0,36,16.22,-143.04,983.8
EP112025,25.0,42,16.5,-144.18,974.2
EP112025,25.0,48,17.08,-144.93,983.2
EP112025,25.0,54,17.46,-146.25,982.7
EP112025,25.0,60,18.24,-147.01,978.4
EP112025,25.0,66,18.25,-148.04,996.4
EP112025,25.0,72,18.37,-149.04,1002.4
EP112025,25.0,78,18.88,-150.31,1002.7
EP112025,25.0,84,19.19,-151.33,1003.0
EP112025,25.0,90,19.13,-152.84,1005.0
EP112025,25.0,96,19.25,-154.1,1006.2
EP112025,25.0,102,19.77,-154.89,1007.5
EP112025,25.0,108,20.34,-156.29,1005.8
0,26.0,6,17.76,116.81,1005.1
0,26.0,12,18.24,116.51,1004.5
0,26.0,18,18.8,116.31,1001.0
0,26.0,24,18.97,115.27,1000.2
0,26.0,30,19.43,114.55,999.0
0,26.0,36,20.06,114.06,995.7
0,26.0,42,20.74,113.45,994.2
0,26.0,48,21.43,112.59,990.3
0,26.0,54,21.97,112.14,988.7
0,26.0,60,22.67,111.46,994.6
0,26.0,66,23.35,110.76,996.8
0,26.0,72,23.47,109.95,1000.5
0,26.0,78,24.12,109.81,1003.9
0,26.0,84,24.32,109.23,1002.8
0,26.0,90,24.71,108.68,1004.2
23,26.0,150,15.63,-100.2,1005.9
23,26.0,156,15.92,-100.71,1001.6
23,26.0,162,16.47,-101.56,1001.0
23,26.0,168,16.54,-102.38,996.3
23,26.0,174,16.99,-103.3,996.0
23,26.0,180,16.82,-104.37,991.7
23,26.0,186,16.82,-105.27,998.2
23,26.0,192,16.98,-105.88,986.0
23,26.0,198,17.33,-106.52,983.0
23,26.0,204,17.69,-107.36,975.2
23,26.0,210,18.25,-108.23,959.3
23,26.0,216,18.51,-108.93,966.2
23,26.0,222,18.87,-109.34,954.0
23,26.0,228,19.1,-109.89,950.1
23,26.0,234,19.53,-110.61,948.6
23,26.0,240,19.81,-111.55,941.4
23,26.0,246,20.24,-112.06,951.5
23,26.0,252,20.57,-113.06,963.9
23,26.0,258,20.99,-113.59,961.5
23,26.0,264,21.28,-114.47,964.7
23,26.0,270,21.71,-115.21,957.8
23,26.0,276,22.12,-115.99,973.8
23,26.0,282,22.56,-116.5,983.7
23,26.0,288,23.07,-116.81,988.4
23,26.0,294,23.33,-117.08,995.9
23,26.0,300,23.74,-117.38,999.6
23,26.0,306,24.44,-117.22,1002.8
23,26.0,312,25.38,-117.62,1002.5
24,26.0,156,26.62,-64.13,1009.7
24,26.0,162,27.32,-63.57,1009.2
24,26.0,168,27.92,-63.26,1006.4
24,26.0,174,28.7,-62.63,1004.6
24,26.0,180,29.56,-62.52,1006.6
24,26.0,186,30.78,-62.31,1004.8
24,26.0,192,31.52,-62.0,1003.7
24,26.0,198,32.35,-61.77,1001.8
24,26.0,204,32.95,-61.62,1006.5
24,26.0,210,33.39,-60.79,1005.6
24,26.0,216,33.73,-59.51,1004.0
24,26.0,222,33.76,-58.24,1005.0
24,26.0,228,34.25,-57.43,1004.8
24,26.0,234,35.05,-56.49,1004.8
24,26.0,240,34.77,-55.65,1003.9
24,26.0,246,34.9,-54.96,1003.6
24,26.0,252,34.95,-54.95,1002.7
24,26.0,258,35.7,-54.02,1000.3
24,26.0,264,36.43,-53.23,993.3
24,26.0,270,37.23,-51.68,975.2
24,26.0,276,38.66,-49.86,980.3
24,26.0,282,39.82,-47.28,993.4
24,26.0,288,40.9,-44.36,985.1
24,26.0,294,41.43,-41.86,982.9
24,26.0,300,41.48,-40.04,988.7
24,26.0,306,41.56,-39.32,994.8
24,26.0,312,41.57,-38.09,993.5
28,26.0,180,12.87,-141.04,1005.2
28,26.0,186,13.05,-141.84,1006.1
28,26.0,192,12.86,-142.41,1007.4
28,26.0,198,13.05,-143.53,1002.6
28,26.0,204,13.47,-144.61,1003.6
28,26.0,210,13.38,-145.12,1001.0
28,26.0,216,13.74,-146.01,1003.0
28,26.0,222,14.04,-146.43,1001.5
28,26.0,228,14.3,-147.15,1001.1
28,26.0,234,14.25,-147.63,998.0
28,26.0,240,14.06,-148.17,1001.3
28,26.0,246,14.32,-148.73,1001.1
28,26.0,252,14.32,-148.94,1000.3
28,26.0,258,15.04,-149.72,1004.2
28,26.0,264,15.33,-150.51,1005.6
28,26.0,270,14.17,-150.62,1007.6
28,26.0,276,14.04,-151.16,1005.3
28,26.0,282,13.88,-152.15,1006.2
28,26.0,288,13.8,-153.37,1006.2
28,26.0,294,13.93,-152.75,1005.3
28,26.0,300,13.12,-153.45,1006.1
28,26.0,306,13.94,-154.76,1005.8
32,26.0,210,19.47,143.6,1004.9
32,26.0,216,20.07,142.79,1003.3
32,26.0,222,20.41,142.02,1005.9
32,26.0,228,20.64,141.71,1002.6
32,26.0,234,20.86,141.63,1001.5
32,26.0,240,21.48,140.88,1000.0
32,26.0,246,21.53,140.16,999.9
32,26.0,252,21.75,139.16,999.7
32,26.0,258,21.45,138.53,999.9
32,26.0,264,21.96,138.17,995.3
32,26.0,270,21.79,136.98,996.2
32,26.0,276,22.02,136.26,996.4
32,26.0,282,22.12,136.03,999.2
32,26.0,288,22.19,134.84,998.8
32,26.0,294,22.01,134.22,997.0
32,26.0,300,21.95,132.97,999.8
32,26.0,306,21.81,132.32,1000.4
32,26.0,312,21.69,131.53,1000.2
AL912025,26.0,0,11.7,-36.0,1011.0
EP112025,26.0,0,14.3,-137.3,958.0
EP112025,26.0,6,14.75,-138.13,967.8
EP112025,26.0,12,15.03,-139.27,975.8
EP112025,26.0,18,15.28,-140.0,978.6
EP112025,26.0,24,15.62,-141.3,977.1
EP112025,26.0,30,15.98,-142.41,978.9
EP112025,26.0,36,16.58,-143.66,972.1
EP112025,26.0,42,17.11,-144.74,977.4
EP112025,26.0,48,17.96,-145.85,975.7
EP112025,26.0,54,18.12,-146.79,976.8
EP112025,26.0,60,19.06,-148.13,984.9
EP112025,26.0,66,19.63,-148.9,985.8
EP112025,26.0,72,20.21,-150.16,987.5
EP112025,26.0,78,20.78,-151.35,997.5
EP112025,26.0,84,21.35,-152.51,996.4
EP112025,26.0,90,22.09,-154.06,997.0
EP112025,26.0,96,22.68,-155.25,1001.8
EP112025,26.0,102,23.15,-156.94,1005.6
EP112025,26.0,108,23.31,-158.4,1007.7
EP112025,26.0,114,23.68,-159.35,1008.2
EP112025,26.0,120,24.02,-160.64,1008.7
EP112025,26.0,126,24.36,-162.38,1010.0
EP112025,26.0,132,24.21,-163.91,1009.7
EP112025,26.0,138,24.72,-165.82,1012.1
EP112025,26.0,144,24.3,-166.83,1009.9
1,27.0,6,17.86,116.86,1001.2
1,27.0,12,18.0,116.59,1001.0
1,27.0,18,18.28,115.74,998.6
1,27.0,24,18.75,115.08,997.4
1,27.0,30,19.55,114.68,994.8
1,27.0,36,20.37,114.03,987.4
1,27.0,42,21.02,113.25,977.8
1,27.0,48,21.72,112.77,976.5
1,27.0,54,22.28,112.15,988.5
1,27.0,60,23.04,111.19,994.2
1,27.0,66,23.36,110.76,999.9
1,27.0,72,23.66,109.99,1000.9
1,27.0,78,23.48,109.21,1002.7
1,27.0,84,23.94,108.61,1003.3
1,27.0,90,24.16,108.1,1002.5
14,27.0,120,14.33,-19.17,1006.4
14,27.0,126,14.71,-20.08,1004.3
14,27.0,132,15.35,-20.52,1004.2
14,27.0,138,15.65,-21.69,1002.7
14,27.0,144,16.25,-22.4,1001.3
14,27.0,150,16.92,-23.47,1000.2
14,27.0,156,17.28,-23.89,999.8
14,27.0,162,17.95,-24.93,1001.2
14,27.0,168,18.73,-25.66,996.8
14,27.0,174,19.4,-26.93,999.5
14,27.0,180,19.85,-28.11,1000.3
14,27.0,186,19.97,-29.29,1003.8
14,27.0,192,20.71,-30.7,1002.6
14,27.0,198,21.42,-31.91,1004.3
14,27.0,204,22.47,-33.22,1005.6
14,27.0,210,23.47,-34.13,1005.5
14,27.0,216,23.97,-34.71,1006.5
14,27.0,222,24.07,-35.5,1006.4
14,27.0,228,24.96,-36.11,1008.3
14,27.0,234,25.74,-37.14,1008.9
14,27.0,240,25.96,-37.44,1010.5
14,27.0,246,26.67,-37.7,1009.6
14,27.0,252,27.1,-38.22,1012.2
14,27.0,258,27.64,-38.76,1010.2
22,27.0,204,-7.45,81.64,1002.9
22,27.0,210,-6.71,81.33,1003.8
22,27.0,216,-6.79,80.48,1002.4
22,27.0,222,-7.04,80.6,1001.9
22,27.0,228,-7.42,80.1,1004.0
22,27.0,234,-7.26,80.77,1004.5
22,27.0,240,-7.29,80.63,1001.8
22,27.0,246,-7.75,80.95,1000.1
22,27.0,252,-8.08,81.14,1000.9
22,27.0,258,-8.22,81.06,1001.8
22,27.0,264,-8.29,81.75,999.2
22,27.0,270,-8.6,82.28,1002.3
22,27.0,276,-8.25,83.2,999.4
22,27.0,282,-8.37,83.65,1002.0
23,27.0,204,-7.46,94.33,1002.5
23,27.0,210,-9.13,93.99,1004.1
23,27.0,216,-8.7,93.5,1004.8
23,27.0,222,-9.44,92.52,1002.9
23,27.0,228,-10.95,91.25,1003.5
23,27.0,234,-10.84,90.36,1003.2
23,27.0,240,-11.53,89.57,1002.1
23,27.0,246,-12.39,88.33,1000.5
23,27.0,252,-12.72,87.82,1002.4
23,27.0,258,-13.58,86.76,1002.6
23,27.0,264,-14.25,86.94,1000.9
23,27.0,270,-14.24,86.68,1005.1
23,27.0,276,-8.9,83.87,999.4
23,27.0,282,-8.26,83.68,1002.0
26,27.0,222,15.34,128.8,1007.2
26,27.0,228,14.93,127.86,1009.6
26,27.0,234,15.97,126.83,1006.2
26,27.0,240,16.57,125.47,1007.5
26,27.0,246,17.67,124.21,1004.8
26,27.0,252,18.34,123.46,1006.0
26,27.0,258,19.08,122.45,1000.6
26,27.0,264,19.6,121.13,1001.3
26,27.0,270,19.89,119.67,1001.9
26,27.0,276,20.19,118.21,1000.3
26,27.0,282,20.22,117.24,996.7
26,27.0,288,20.35,116.09,987.9
26,27.0,294,20.47,114.84,993.8
26,27.0,300,20.69,113.68,992.8
26,27.0,306,20.94,112.65,978.5
26,27.0,312,21.25,111.32,981.6
27,27.0,240,15.42,-114.54,1004.9
27,27.0,246,15.0,-116.49,1000.1
27,27.0,252,15.87,-116.2,1003.4
27,27.0,258,15.72,-116.11,1002.0
27,27.0,264,16.29,-117.27,1003.1
27,27.0,270,16.59,-118.06,1002.5
27,27.0,276,17.12,-118.06,1003.5
27,27.0,282,17.27,-119.14,1002.1
27,27.0,288,16.99,-119.56,1003.9
27,27.0,294,17.01,-120.66,1003.1
27,27.0,300,17.12,-120.94,1003.2
27,27.0,306,17.37,-121.6,1004.3
27,27.0,312,17.47,-122.11,1004.3
29,27.0,252,15.98,113.18,1008.4
29,27.0,258,15.54,112.44,1004.6
29,27.0,264,15.51,111.94,1005.3
29,27.0,270,15.32,111.28,1004.8
29,27.0,276,15.16,110.73,1003.8
29,27.0,282,14.89,110.18,1003.8
29,27.0,288,15.21,109.24,1002.0
29,27.0,294,15.46,108.82,1003.6
29,27.0,300,15.36,108.18,1003.7
29,27.0,306,19.56,111.91,978.4
29,27.0,312,21.25,111.32,981.6
AL912025,27.0,0,11.7,-36.0,1011.0
EP112025,27.0,0,14.3,-137.3,958.0
EP112025,27.0,6,14.84,-138.29,969.4
EP112025,27.0,12,15.04,-139.48,970.9
EP112025,27.0,18,15.18,-140.47,974.1
EP112025,27.0,24,15.49,-141.25,959.1
EP112025,27.0,30,15.92,-142.38,964.2
EP112025,27.0,36,16.22,-143.17,968.2
EP112025,27.0,42,16.91,-144.16,968.7
EP112025,27.0,48,17.44,-145.25,974.9
EP112025,27.0,54,18.1,-146.16,975.5
EP112025,27.0,60,18.95,-147.11,977.8
EP112025,27.0,66,19.5,-148.36,988.7
EP112025,27.0,72,20.2,-149.91,999.5
EP112025,27.0,78,20.44,-150.79,999.9
EP112025,27.0,84,21.31,-152.17,1000.6
EP112025,27.0,90,20.75,-153.23,1007.4
EP112025,27.0,96,21.03,-154.57,1006.7
EP112025,27.0,102,21.4,-155.86,1007.3
EP112025,27.0,108,21.53,-157.66,1010.6
EP112025,27.0,114,21.93,-159.41,1014.0
EP112025,27.0,120,21.72,-161.0,1011.0
11,28.0,84,24.87,67.6,1003.3
11,28.0,90,24.32,67.5,1001.4
11,28.0,96,24.43,66.39,999.5
11,28.0,102,23.99,65.07,1000.6
11,28.0,108,24.19,64.5,996.5
11,28.0,114,23.96,63.91,994.1
11,28.0,120,23.72,62.67,988.2
11,28.0,126,23.54,61.69,992.9
11,28.0,132,23.35,60.93,986.1
11,28.0,138,23.35,60.48,992.6
11,28.0,144,23.07,59.63,996.5
11,28.0,150,22.89,58.75,1003.1
14,28.0,120,12.31,-18.66,1007.2
14,28.0,126,13.3,-19.47,1008.4
14,28.0,132,13.2,-21.17,1006.3
14,28.0,138,13.91,-21.71,1005.5
14,28.0,144,13.81,-22.62,1002.6
14,28.0,150,14.53,-23.45,1003.9
14,28.0,156,14.75,-24.21,998.3
14,28.0,162,15.28,-24.78,978.8
14,28.0,168,15.47,-25.64,990.0
14,28.0,174,15.27,-26.24,986.1
14,28.0,180,15.58,-27.16,995.5
14,28.0,186,15.65,-27.86,999.9
14,28.0,192,15.56,-29.06,1002.5
14,28.0,198,15.51,-30.26,1003.7
14,28.0,204,15.54,-31.54,1004.3
14,28.0,210,15.29,-32.6,1003.7
14,28.0,216,15.47,-34.13,1006.2
14,28.0,222,15.54,-35.83,1001.5
14,28.0,228,15.46,-36.71,1005.5
14,28.0,234,15.78,-37.79,1004.8
14,28.0,240,16.13,-39.02,1006.6
14,28.0,246,16.33,-40.24,1005.4
14,28.0,252,16.63,-42.15,1007.7
14,28.0,258,17.26,-43.82,1008.1
14,28.0,264,17.44,-45.9,1006.8
14,28.0,270,17.62,-46.32,1007.3
14,28.0,276,17.4,-48.54,1009.1
19,28.0,138,13.03,160.25,1002.4
19,28.0,144,13.7,158.27,1004.8
19,28.0,150,14.69,157.04,1004.0
19,28.0,156,15.98,156.34,1001.6
19,28.0,162,17.02,154.99,1002.9
19,28.0,168,18.37,153.68,998.2
19,28.0,174,19.52,152.45,996.3
19,28.0,180,20.9,150.92,995.5
19,28.0,186,21.82,149.14,999.9
19,28.0,192,22.58,146.91,1002.1
19,28.0,198,23.49,145.21,998.0
19,28.0,204,23.95,143.51,997.1
19,28.0,210,24.0,142.01,995.3
19,28.0,216,24.48,140.89,990.6
19,28.0,222,24.11,140.33,990.7
19,28.0,228,25.1,139.72,989.3
19,28.0,234,25.73,138.83,985.3
19,28.0,240,25.9,137.5,969.8
19,28.0,246,26.26,136.6,976.4
19,28.0,252,26.83,135.42,946.5
19,28.0,258,27.21,134.7,945.9
19,28.0,264,27.64,134.07,929.3
19,28.0,270,28.02,133.31,923.8
19,28.0,276,28.29,132.77,949.8
19,28.0,282,28.65,132.64,946.7
19,28.0,288,29.41,132.77,946.2
19,28.0,294,29.9,132.78,944.6
19,28.0,300,30.94,133.1,944.7
19,28.0,306,31.91,133.89,950.8
19,28.0,312,33.65,135.01,956.0
23,28.0,168,19.68,146.47,1005.1
23,28.0,174,19.48,145.5,1005.9
23,28.0,180,19.57,144.95,1005.7
23,28.0,186,21.86,148.69,1000.0
23,28.0,192,22.71,147.22,1002.0
23,28.0,198,23.49,145.21,998.0
23,28.0,204,23.95,143.51,997.1
23,28.0,210,24.0,142.01,995.3
23,28.0,216,24.48,140.89,990.6
23,28.0,222,24.11,140.33,990.7
23,28.0,228,25.1,139.72,989.3
23,28.0,234,25.73,138.83,985.3
23,28.0,240,25.9,137.5,969.8
23,28.0,246,26.26,136.6,976.4
23,28.0,252,26.83,135.42,946.5
23,28.0,258,27.21,134.7,945.9
23,28.0,264,27.64,134.07,929.3
23,28.0,270,28.02,133.31,923.8
23,28.0,276,28.29,132.77,949.8
23,28.0,282,28.65,132.64,946.7
23,28.0,288,29.41,132.77,946.2
23,28.0,294,29.9,132.78,944.6
23,28.0,300,30.94,133.1,944.7
23,28.0,306,31.91,133.89,950.8
23,28.0,312,33.65,135.01,956.0
25,28.0,192,15.52,-108.77,1006.7
25,28.0,198,15.29,-109.79,1007.5
25,28.0,204,15.8,-109.89,1006.4
25,28.0,210,16.3,-110.95,1004.4
25,28.0,216,16.47,-113.03,1004.5
25,28.0,222,16.91,-112.73,1001.6
25,28.0,228,16.98,-113.94,1001.8
25,28.0,234,17.45,-114.41,998.4
25,28.0,240,17.55,-115.23,998.3
25,28.0,246,18.21,-115.41,993.3
25,28.0,252,18.53,-116.25,993.1
25,28.0,258,19.39,-117.29,995.7
25,28.0,264,19.66,-117.97,994.3
25,28.0,270,19.79,-118.22,990.8
25,28.0,276,20.07,-119.2,991.4
25,28.0,282,19.99,-120.32,999.6
25,28.0,288,19.78,-121.15,996.5
25,28.0,294,19.74,-122.08,997.2
25,28.0,300,19.59,-122.73,995.5
25,28.0,306,18.88,-123.62,983.9
25,28.0,312,18.31,-124.33,992.7
3,28.0,6,17.82,116.72,1004.3
3,28.0,12,18.03,116.14,1001.5
3,28.0,18,18.48,115.69,999.1
3,28.0,24,18.44,114.77,996.4
3,28.0,30,19.21,114.04,993.6
3,28.0,36,19.55,113.59,993.3
3,28.0,42,20.21,113.05,990.6
3,28.0,48,21.0,112.19,983.9
3,28.0,54,22.02,111.32,985.1
3,28.0,60,22.96,110.55,994.7
3,28.0,66,23.86,109.88,995.5
3,28.0,72,24.3,109.3,1002.3
3,28.0,78,24.94,108.81,1001.3
3,28.0,84,25.4,108.47,1004.6
3,28.0,90,25.28,107.85,1005.5
31,28.0,240,12.71,-27.5,1007.5
31,28.0,246,13.13,-28.87,1005.0
31,28.0,252,13.65,-29.87,1004.1
31,28.0,258,13.85,-31.08,1001.6
31,28.0,264,14.32,-32.18,997.3
31,28.0,270,14.35,-33.39,992.7
31,28.0,276,14.83,-34.45,989.7
31,28.0,282,14.78,-35.41,977.1
31,28.0,288,14.87,-36.46,972.4
31,28.0,294,15.05,-37.69,973.2
31,28.0,300,15.04,-38.5,966.8
31,28.0,306,15.11,-39.69,963.6
31,28.0,312,14.96,-40.98,953.5
32,28.0,246,14.9,-122.11,1001.7
32,28.0,252,15.11,-121.44,1001.2
32,28.0,258,19.05,-117.39,995.7
32,28.0,264,19.74,-117.85,994.3
32,28.0,270,19.79,-118.22,990.8
32,28.0,276,20.07,-119.2,991.4
32,28.0,282,19.99,-120.32,999.6
32,28.0,288,19.78,-121.15,996.5
32,28.0,294,19.74,-122.08,997.2
32,28.0,300,19.59,-122.73,995.5
32,28.0,306,18.88,-123.62,983.9
32,28.0,312,18.31,-124.33,992.7
AL912025,28.0,0,11.7,-36.0,1011.0
EP112025,28.0,0,14.3,-137.3,958.0
